bus appr real linear dc   1.0000000e+00  -4.0554465e-01  -4.0608016e-01  -4.0151754e-01  -5.4891297e-01
   2.0000000e+00  -7.0031595e-01  -7.0164647e-01  -6.8838799e-01  -9.4172389e-01
   3.0000000e+00  -8.9795892e-01  -9.0001953e-01  -8.7844598e-01  -1.2020250e+00
   4.0000000e+00  -1.1866777e+00  -1.1900814e+00  -1.1528322e+00  -1.5783214e+00
   5.0000000e+00  -1.4300029e+00  -1.4350600e+00  -1.3813212e+00  -1.8889526e+00
   6.0000000e+00  -1.5501497e+00  -1.5561237e+00  -1.4931878e+00  -2.0411226e+00
   7.0000000e+00  -1.6239799e+00  -1.6305493e+00  -1.5616182e+00  -2.1342629e+00
   8.0000000e+00  -1.6275046e+00  -1.6341090e+00  -1.5648878e+00  -2.1385881e+00
   9.0000000e+00  -1.6292671e+00  -1.6358891e+00  -1.5665227e+00  -2.1407507e+00
   1.0000000e+01  -1.8275253e+00  -1.8358656e+00  -1.7490618e+00  -2.3895506e+00
   1.1000000e+01  -2.2603001e+00  -2.2730602e+00  -2.1418095e+00  -2.9247998e+00
   1.2000000e+01  -2.2577555e+00  -2.2670252e+00  -2.1364493e+00  -2.9528281e+00
   1.3000000e+01  -2.2558514e+00  -2.2629090e+00  -2.1328020e+00  -2.9703269e+00
   1.4000000e+01  -2.2517964e+00  -2.2548925e+00  -2.1257170e+00  -3.0010823e+00
   1.5000000e+01  -2.2456154e+00  -2.2449025e+00  -2.1169156e+00  -3.0287698e+00
   1.6000000e+01  -2.2465638e+00  -2.2450750e+00  -2.1170672e+00  -3.0361557e+00
   1.7000000e+01  -2.4214910e+00  -2.4360390e+00  -2.2861973e+00  -3.1209103e+00
   1.8000000e+01  -2.4976299e+00  -2.5128815e+00  -2.3538694e+00  -3.2144438e+00
   1.9000000e+01  -2.5451639e+00  -2.5608199e+00  -2.3959516e+00  -3.2730312e+00
   2.0000000e+01  -2.5772168e+00  -2.5933911e+00  -2.4244870e+00  -3.3107788e+00
   2.1000000e+01  -2.5838998e+00  -2.6001829e+00  -2.4304318e+00  -3.3186429e+00
   2.2000000e+01  -2.5869078e+00  -2.6032398e+00  -2.4331070e+00  -3.3221817e+00
   2.3000000e+01  -2.6093124e+00  -2.6260108e+00  -2.4530223e+00  -3.3485264e+00
   2.4000000e+01  -2.6283895e+00  -2.6454018e+00  -2.4699652e+00  -3.3709390e+00
   2.5000000e+01  -2.6334123e+00  -2.6505075e+00  -2.4744239e+00  -3.3768371e+00
   2.6000000e+01  -2.6350868e+00  -2.6522097e+00  -2.4759101e+00  -3.3788031e+00
   2.7000000e+01  -2.6059671e+00  -2.6226108e+00  -2.4500499e+00  -3.3445943e+00
   2.8000000e+01  -2.6421210e+00  -2.6593606e+00  -2.4821522e+00  -3.3870604e+00
   2.9000000e+01  -2.6568659e+00  -2.6743504e+00  -2.4952309e+00  -3.4043614e+00
   3.0000000e+01  -2.6659184e+00  -2.6835538e+00  -2.5032565e+00  -3.4149779e+00
   3.1000000e+01  -2.6719553e+00  -2.6896915e+00  -2.5086069e+00  -3.4220555e+00
   3.2000000e+01  -2.6759807e+00  -2.6937843e+00  -2.5121738e+00  -3.4267740e+00
   3.3000000e+01  -2.4580214e+00  -2.4731252e+00  -2.3188941e+00  -3.1641628e+00
   3.4000000e+01  -2.4689914e+00  -2.4842633e+00  -2.3287031e+00  -3.1771385e+00
   3.5000000e+01  -2.4836259e+00  -2.4991230e+00  -2.3417819e+00  -3.1944395e+00
   3.6000000e+01  -2.4876187e+00  -2.5031773e+00  -2.3453488e+00  -3.1991579e+00
   3.7000000e+01  -2.4846240e+00  -2.5001365e+00  -2.3426736e+00  -3.1956191e+00
   3.8000000e+01  -2.5047619e+00  -2.5205860e+00  -2.3606568e+00  -3.2194080e+00
   3.9000000e+01  -2.5199181e+00  -2.5359779e+00  -2.3741814e+00  -3.2372987e+00
   4.0000000e+01  -1.4631327e+00  -1.4675842e+00  -1.4116132e+00  -1.9400200e+00
   4.1000000e+01  -1.4898803e+00  -1.4945728e+00  -1.4365816e+00  -1.9730492e+00
   4.2000000e+01  -1.5090047e+00  -1.5138707e+00  -1.4544162e+00  -1.9966414e+00
   4.3000000e+01  -1.5265493e+00  -1.5315755e+00  -1.4707646e+00  -2.0182676e+00
   4.4000000e+01  -1.5342092e+00  -1.5393056e+00  -1.4778985e+00  -2.0277045e+00
   4.5000000e+01  -1.5418718e+00  -1.5470386e+00  -1.4850323e+00  -2.0371414e+00
   4.6000000e+01  -1.5463427e+00  -1.5515507e+00  -1.4891937e+00  -2.0426463e+00
   4.7000000e+01  -1.5468821e+00  -1.5514998e+00  -1.4891130e+00  -2.0513459e+00
   4.8000000e+01  -1.5933111e+00  -1.5979597e+00  -1.5318622e+00  -2.1137671e+00
   4.9000000e+01  -1.6382527e+00  -1.6429240e+00  -1.5731252e+00  -2.1742222e+00
   5.0000000e+01  -1.6704277e+00  -1.6750817e+00  -1.6025687e+00  -2.2178679e+00
   5.1000000e+01  -1.7075074e+00  -1.7121099e+00  -1.6364007e+00  -2.2684929e+00
   5.2000000e+01  -1.7163860e+00  -1.7209522e+00  -1.6444684e+00  -2.2808789e+00
   5.3000000e+01  -1.7224415e+00  -1.7270865e+00  -1.6500633e+00  -2.2881531e+00
   5.4000000e+01  -1.7272762e+00  -1.7319765e+00  -1.6545220e+00  -2.2940512e+00
   5.5000000e+01  -1.7288880e+00  -1.7336067e+00  -1.6560082e+00  -2.2960172e+00
